,location,BHK,total_sqft,bath,price
10421,Mahatma Gandhi Road,2,1500.0,2.0,145.0
10423,Manik Bagh,2,1170.0,2.0,65.0
10424,Market yard,2,980.0,2.0,25.0
10425,Model colony,3,1800.0,3.0,60.0
10426,Mukund Nagar,3,1423.0,2.0,71.73
10427,Mundhawa,2,1106.0,2.0,40.0
10428,Nagar Road,2,1105.0,2.0,27.6
10430,Narayan Peth,2,1255.0,2.0,56.7
10431,Narayangaon,3,1525.0,2.0,65.0
10432,Navi Peth,2,1061.0,2.0,38.95
10433,Padmavati,2,600.0,2.0,29.5
10434,Parvati Darshan,3,1400.0,2.0,40.45
10435,Pashan,3,2100.0,3.0,145.0
10436,Paud Road,2,660.0,1.0,16.5
10437,Pirangut,2,633.0,1.0,18.0
10438,Prabhat Road,2,1260.0,2.0,120.0
10439,Pune Railway Station,2,907.0,2.0,55.43
10440,Rasta Peth,3,2047.0,3.0,67.55
10442,Sadashiv Peth,2,1211.0,2.0,63.0
10443,Sahakar Nagar,3,1904.0,3.0,129.0
10444,Salunke Vihar,2,1205.0,2.0,73.87
10445,Sasson Road,2,1164.0,2.0,64.08
10446,Satara Road,2,1410.0,2.0,73.0
10447,Senapati Bapat Road,2,1150.0,2.0,42.0
10448,Shaniwar Peth,2,1170.0,2.0,53.11
10449,Shivaji Nagar,2,1420.0,2.0,62.0
10450,Shukrawar Peth,2,1125.0,2.0,45.0
10451,Sinhagad Road,3,1789.0,3.0,75.0
10452,Somwar Peth,2,1021.0,2.0,76.0
10453,Swargate,2,1074.0,2.0,26.85
10454,Tilak Road,2,1222.0,2.0,48.0
10455,Uruli Devachi,3,1981.0,3.0,134.0
10456,Vadgaon Budruk,2,1103.0,2.0,55.0
10457,Wadgaon Sheri,2,1201.0,2.0,65.0
10458,Viman Nagar,2,970.0,2.0,36.0
10459,Vishrant Wadi,2,920.0,2.0,33.0
10460,Wagholi,3,1520.0,3.0,85.0
10462,Wanowrie,3,1268.0,2.0,75.0
10463,Warje,1,660.0,1.0,30.0
10464,Yerawada,3,1755.0,3.0,115.0
10465,Alandi Road,2,945.0,2.0,35.0
10466,Ambegaon Budruk,1,500.0,1.0,33.0
10468,Aundh,4,1632.0,3.0,140.0
10469,Aundh Road,2,1167.0,2.0,37.5
10470,Balaji Nagar,2,1276.0,2.0,80.0
10471,Baner,2,1234.0,2.0,51.0
10472,Baner road,2,1180.0,2.0,75.0
10473,Bhandarkar Road,3,1370.0,2.0,87.0
10474,Bhavani Peth,2,1015.0,2.0,25.88
10476,Bopodi,3,1400.0,3.0,90.0
10477,Budhwar Peth,5,1500.0,6.0,155.0
10478,Bund Garden Road,2,1050.0,2.0,40.0
10479,Camp,2,1251.0,2.0,46.0
10480,Chandan Nagar,3,1677.0,3.0,92.13
10481,Dapodi,2,1346.0,2.0,67.38
10482,Deccan Gymkhana,2,1090.0,2.0,31.48
10484,Dhankawadi,3,1290.0,2.0,51.1
10486,Dhole Patil Road,3,1881.0,3.0,145.0
10487,Erandwane,2,1150.0,2.0,52.0
10490,Ganesh Peth,3,1200.0,2.0,42.0
10491,Ganeshkhind,2,1276.0,2.0,40.0
10493,Ghorpadi,2,950.0,2.0,65.0
10494,Gokhale Nagar,3,1491.0,3.0,40.5
10495,Gultekdi,2,1050.0,2.0,51.66
10496,Guruwar peth,3,1660.0,3.0,131.0
10497,Hadapsar,2,1134.0,2.0,55.0
10498,Hadapsar Industrial Estate,2,1100.0,2.0,60.0
10499,Hingne Khurd,4,800.0,4.0,60.0
10500,Jangali Maharaj Road,2,1200.0,2.0,36.1
10502,Karve Nagar,3,980.0,3.0,80.0
10503,Karve Road,2,1080.0,2.0,37.8
10504,Kasba Peth,1,705.0,2.0,50.0
10505,Katraj,3,1200.0,2.0,35.0
10506,Khadaki,2,1200.0,2.0,50.0
10507,Khadki,3,1804.0,3.0,127.0
10508,Kharadi,2,750.0,2.0,20.0
10509,Kondhwa,2,420.0,1.0,25.0
10511,Kondhwa Khurd,2,1090.0,2.0,38.37
10513,Kothrud,3,1287.0,3.0,55.0
10514,Law College Road,3,2215.0,4.0,157.0
10516,Lulla Nagar,2,1045.0,2.0,42.15
10517,Mahatma Gandhi Road,2,1263.0,2.0,47.36
10518,Mangalwar peth,3,1431.0,3.0,85.0
10519,Manik Bagh,2,999.0,2.0,32.9
10520,Market yard,3,1650.0,3.0,85.5
10521,Model colony,3,1535.0,3.0,72.0
10522,Mukund Nagar,4,2524.0,5.0,180.0
10523,Mundhawa,3,1300.0,3.0,69.0
10525,Nana Peth,3,2095.0,3.0,150.0
10526,Narayan Peth,1,284.0,1.0,8.0
10527,Narayangaon,1,500.0,1.0,14.0
10528,Navi Peth,2,1265.0,2.0,68.0
10529,Padmavati,2,1215.0,2.0,44.96
10530,Parvati Darshan,2,2200.0,2.0,180.0
10531,Pashan,2,1028.0,2.0,51.0
10532,Paud Road,3,1835.0,2.0,92.0
10533,Pirangut,3,1800.0,3.0,65.0
10534,Prabhat Road,3,2077.0,3.0,175.0
10537,Raviwar Peth,2,708.0,2.0,31.15
10538,Sadashiv Peth,2,1200.0,2.0,120.0
10539,Sahakar Nagar,2,925.0,2.0,46.25
10541,Sasson Road,1,458.0,1.0,33.66
10545,Shivaji Nagar,3,1450.0,2.0,90.0
10546,Shukrawar Peth,2,1100.0,2.0,65.0
10547,Sinhagad Road,2,1185.0,2.0,55.0
10548,Somwar Peth,4,1900.0,4.0,80.0
10549,Swargate,2,1200.0,2.0,70.0
10550,Tilak Road,1,660.0,1.0,35.0
10551,Uruli Devachi,3,1920.0,4.0,121.0
10552,Vadgaon Budruk,2,1200.0,2.0,130.0
10555,Vishrant Wadi,2,1205.0,2.0,68.32
10556,Wagholi,2,1200.0,2.0,46.0
10557,Wakadewadi,3,1421.0,2.0,73.0
10558,Wanowrie,3,1250.0,3.0,48.9
10559,Warje,1,524.0,1.0,29.0
10561,Alandi Road,3,1540.0,3.0,90.0
10562,Ambegaon Budruk,2,984.0,2.0,45.91
10563,Anandnagar,2,985.0,2.0,50.17
10565,Aundh Road,2,1140.0,2.0,60.0
10567,Baner,3,1410.0,2.0,44.42
10568,Baner road,3,1700.0,2.0,86.0
10569,Bhandarkar Road,2,1360.0,2.0,62.425
10571,Bibvewadi,2,1333.0,2.0,86.65
10572,Bopodi,2,1258.0,2.0,85.5
10573,Budhwar Peth,3,1458.0,2.0,87.0
10574,Bund Garden Road,2,1386.0,2.0,85.0
10575,Camp,2,1140.0,2.0,32.92
10576,Chandan Nagar,1,550.0,1.0,27.0
10577,Dapodi,2,1200.0,2.0,83.0
10578,Deccan Gymkhana,2,1081.0,2.0,39.0
10579,Dehu Road,4,2135.0,3.0,149.0
10580,Dhankawadi,4,2500.0,4.0,100.0
10581,Dhayari Phata,2,1178.0,2.0,80.0
10582,Dhole Patil Road,2,991.0,2.0,40.0
10583,Erandwane,3,1493.0,2.0,90.0
10584,Fatima Nagar,3,2495.0,3.0,130.0
10585,Fergusson College Road,2,1080.0,2.0,31.99
10586,Ganesh Peth,2,814.0,2.0,53.0
10587,Ganeshkhind,2,1025.0,2.0,50.0
10588,Ghorpade Peth,2,1115.0,2.0,61.0
10590,Gokhale Nagar,7,1900.0,3.0,162.0
10591,Gultekdi,3,1760.0,3.0,160.0
10595,Hingne Khurd,2,1175.0,2.0,52.86
10597,Kalyani Nagar,2,1100.0,2.0,45.0
10599,Karve Road,2,1450.0,2.0,50.75
10600,Kasba Peth,3,1810.0,3.0,131.0
10601,Katraj,3,1426.0,2.0,71.0
10602,Khadaki,3,2400.0,2.0,195.0
10603,Khadki,2,1100.0,2.0,70.0
10604,Kharadi,1,650.0,1.0,35.0
10605,Kondhwa,3,1350.0,3.0,47.25
10606,Kondhwa Budruk,2,900.0,2.0,27.0
10607,Kondhwa Khurd,2,1360.0,2.0,110.0
10608,Koregaon Park,1,674.0,1.0,36.85
10609,Kothrud,3,1655.0,3.0,110.0
10610,Law College Road,2,1300.0,2.0,95.0
10611,Laxmi Road,1,936.0,1.0,53.0
10612,Lulla Nagar,2,1277.0,2.0,92.0
10613,Mahatma Gandhi Road,2,1200.0,2.0,54.0
10614,Mangalwar peth,2,1015.0,2.0,39.08
10615,Manik Bagh,2,1153.0,2.0,60.0
10616,Market yard,2,1035.0,2.0,51.5
10618,Mukund Nagar,2,1150.0,2.0,46.0
10619,Mundhawa,2,1020.0,2.0,80.0
10621,Nana Peth,2,1160.0,2.0,95.0
10622,Narayan Peth,3,1075.0,2.0,31.0
10623,Narayangaon,2,1225.0,2.0,72.0
10625,Padmavati,2,1600.0,2.0,160.0
10627,Pashan,3,1350.0,3.0,60.0
10628,Paud Road,3,1300.0,3.0,69.0
10629,Pirangut,2,830.0,2.0,36.28
10630,Prabhat Road,2,1155.0,2.0,69.18
10632,Rasta Peth,2,905.0,2.0,55.0
10633,Raviwar Peth,3,1375.0,2.0,75.0
10634,Sadashiv Peth,2,1575.0,2.69,31.11
10635,Sahakar Nagar,2,1140.0,2.0,33.84
10636,Salunke Vihar,3,1550.0,2.0,60.0
10637,Sasson Road,2,957.0,2.0,55.0
10638,Satara Road,2,890.0,2.0,45.0
10640,Shaniwar Peth,2,1070.0,2.0,55.0
10641,Shivaji Nagar,5,2400.0,5.0,150.0
10643,Sinhagad Road,2,925.0,2.0,37.0
10644,Somwar Peth,2,1415.0,2.0,60.0
10646,Tilak Road,2,1225.0,2.0,37.0
10647,Uruli Devachi,4,2000.0,4.0,90.0
10648,Vadgaon Budruk,1,840.0,1.0,57.0
10650,Viman Nagar,3,1732.0,3.0,112.0
10651,Vishrant Wadi,1,1200.0,1.0,45.0
10652,Wagholi,2,1260.0,2.0,69.9
10653,Wakadewadi,2,1092.0,2.0,49.0
10654,Wanowrie,2,827.0,2.0,34.0
10655,Warje,2,1357.0,2.0,54.0
10656,Yerawada,2,650.0,1.0,40.0
10657,Alandi Road,3,1370.0,2.0,54.79
10658,Ambegaon Budruk,3,1725.0,3.0,106.0
10659,Anandnagar,2,1000.0,2.0,70.0
10660,Aundh,1,1350.0,1.0,55.0
10662,Balaji Nagar,3,1717.0,3.0,110.0
10663,Baner,2,700.0,2.0,34.0
10664,Baner road,2,800.0,2.0,32.0
10666,Bhavani Peth,3,1415.0,2.0,65.0
10667,Bibvewadi,3,1976.0,3.0,145.0
10668,Bopodi,2,883.0,2.0,37.01
10669,Budhwar Peth,1,700.0,1.0,38.0
10670,Bund Garden Road,3,1445.0,3.0,50.0
10671,Camp,3,2082.0,3.0,104.0
10672,Chandan Nagar,2,1140.0,2.0,46.0
10673,Dapodi,2,933.0,2.0,66.0
10675,Dehu Road,2,1155.0,2.0,57.0
10676,Dhankawadi,2,1130.0,2.0,36.0
10677,Dhayari Phata,2,1200.0,2.0,73.2
10678,Dhole Patil Road,2,1055.0,2.0,43.0
10679,Erandwane,3,1555.0,3.0,125.0
10680,Fatima Nagar,3,1420.0,3.0,62.0
10682,Ganesh Peth,1,658.0,1.0,26.91
10683,Ganeshkhind,2,896.9,2.0,78.74
10685,Ghorpadi,2,1035.0,2.0,40.0
10686,Gokhale Nagar,4,2064.0,5.0,225.0
10687,Gultekdi,3,1839.0,3.0,160.0
10688,Guruwar peth,2,1200.0,2.0,44.0
10689,Hadapsar,1,488.0,1.0,20.0
10692,Jangali Maharaj Road,2,993.0,2.0,42.0
10693,Kalyani Nagar,2,1225.0,2.0,45.0
10694,Karve Nagar,2,900.0,2.0,55.0
10696,Kasba Peth,2,825.0,2.0,32.0
10699,Khadki,3,1800.0,3.0,92.0
10700,Kharadi,2,925.0,2.0,100.0
10701,Kondhwa,2,1167.0,2.0,63.0
10702,Kondhwa Budruk,2,1150.0,2.0,41.0
10703,Kondhwa Khurd,1,650.0,1.0,50.0
10704,Koregaon Park,1,675.0,1.0,27.0
10705,Kothrud,2,2260.0,3.0,90.0
10706,Law College Road,1,720.0,1.0,32.39
10708,Lulla Nagar,2,1100.0,2.0,58.0
10709,Mahatma Gandhi Road,2,550.0,1.0,20.0
10710,Mangalwar peth,3,1330.0,2.0,58.0
10712,Market yard,3,1685.0,4.0,185.0
10713,Model colony,6,2400.0,5.0,75.0
10714,Mukund Nagar,3,1770.0,3.0,108.0
10715,Mundhawa,3,2100.0,3.0,125.0
10716,Nagar Road,2,1000.0,2.0,42.0
10719,Narayangaon,3,1419.59,2.0,65.0
10720,Navi Peth,3,1400.0,3.0,81.0
10721,Padmavati,2,750.0,2.0,37.49
10722,Parvati Darshan,2,1070.0,2.0,87.0
10723,Pashan,3,1536.0,3.0,107.0
10725,Pirangut,3,2400.0,3.0,196.0
10726,Prabhat Road,3,1773.5,2.69,102.92
10727,Pune Railway Station,2,1342.0,2.0,72.0
10728,Rasta Peth,3,1600.0,3.0,130.0
10729,Raviwar Peth,1,938.0,1.0,50.0
10730,Sadashiv Peth,3,1820.0,3.0,99.0
10731,Sahakar Nagar,4,2439.0,4.0,170.0
10732,Salunke Vihar,3,1665.0,3.0,78.0
10733,Sasson Road,3,1850.0,3.0,150.0
10734,Satara Road,2,1091.0,2.0,40.0
10735,Senapati Bapat Road,2,1346.0,2.0,74.03
10738,Shukrawar Peth,2,1060.0,2.0,33.95
10739,Sinhagad Road,2,1059.0,2.0,57.0
10740,Somwar Peth,2,1299.0,2.0,97.0
10741,Swargate,3,1491.0,3.0,85.0
10742,Tilak Road,2,1200.0,2.0,85.0
10743,Uruli Devachi,4,2088.0,5.0,110.0
10744,Vadgaon Budruk,1,581.0,1.0,29.0
10745,Wadgaon Sheri,2,1296.0,2.0,70.0
10746,Viman Nagar,2,1125.0,2.0,55.0
10747,Vishrant Wadi,3,1275.0,3.0,70.0
10748,Wagholi,2,1095.0,2.0,55.0
10750,Wanowrie,2,1330.0,2.0,74.0
10751,Warje,2,1135.0,2.0,60.0
10752,Yerawada,1,516.0,1.0,39.0
10753,Alandi Road,2,1194.0,2.0,51.0
10754,Ambegaon Budruk,5,2250.0,5.0,240.0
10755,Anandnagar,2,770.0,1.0,38.0
10757,Aundh Road,3,1355.0,3.0,54.2
10761,Bhandarkar Road,2,1116.0,2.0,51.91
10762,Bhavani Peth,3,1707.0,3.0,115.0
10764,Bopodi,2,1070.0,2.0,49.0
10766,Bund Garden Road,3,1240.0,2.0,83.0
10767,Camp,2,1300.0,2.0,91.65
10768,Chandan Nagar,2,1700.0,2.0,76.0
10769,Dapodi,3,1383.0,2.0,76.18
10771,Dehu Road,2,1200.0,2.0,34.65
10772,Dhankawadi,2,935.0,2.0,45.0
10773,Dhayari Phata,3,2072.0,4.0,151.0
10774,Dhole Patil Road,4,2200.0,3.0,225.0
10775,Erandwane,1,615.0,1.0,46.0
10776,Fatima Nagar,2,1116.0,2.0,45.0
10777,Fergusson College Road,3,1639.0,3.0,107.0
10778,Ganesh Peth,3,1839.0,3.0,130.0
10779,Ganeshkhind,2,1300.0,2.0,63.0
10780,Ghorpade Peth,1,625.0,1.0,27.0
10781,Ghorpadi,1,933.0,1.0,61.0
10782,Gokhale Nagar,3,2289.0,3.0,180.0
10783,Gultekdi,3,2316.0,3.0,125.0
10784,Guruwar peth,2,1005.0,2.0,39.77
10785,Hadapsar,2,1080.0,2.0,38.0
10787,Hingne Khurd,2,910.0,2.0,36.0
10788,Jangali Maharaj Road,2,1200.0,2.0,73.0
10789,Kalyani Nagar,2,1110.0,2.0,39.9
10790,Karve Nagar,2,1142.0,2.0,56.0
10793,Katraj,2,1005.0,2.0,55.0
10794,Khadaki,3,1626.6,3.0,133.0
10795,Khadki,2,1074.0,2.0,54.0
10796,Kharadi,2,1230.0,2.0,80.0
10797,Kondhwa,2,660.0,1.0,23.0
10798,Kondhwa Budruk,2,1007.0,2.0,48.0
10799,Kondhwa Khurd,4,1050.0,6.0,74.0
10800,Koregaon Park,3,1820.0,3.0,113.0
10801,Kothrud,2,1100.0,2.0,60.0
10802,Law College Road,2,1348.0,2.0,100.0
10803,Laxmi Road,2,1230.0,2.0,66.25
10804,Lulla Nagar,3,1176.0,2.0,37.62
10805,Mahatma Gandhi Road,3,1590.0,3.0,57.0
10806,Mangalwar peth,2,1200.0,2.0,78.0
10807,Manik Bagh,2,1298.0,2.0,65.0
10808,Market yard,2,1161.0,2.0,55.15
10811,Mundhawa,2,1285.0,2.0,60.0
10812,Nagar Road,3,1644.0,3.0,92.59
10813,Nana Peth,3,1819.0,3.0,150.0
10814,Narayan Peth,2,1205.0,2.0,85.0
10816,Navi Peth,2,1050.0,2.0,42.0
10817,Padmavati,2,1270.0,2.0,62.0
10818,Parvati Darshan,3,1240.0,2.0,39.89
10819,Pashan,3,1221.0,3.0,70.0
10820,Paud Road,3,840.0,2.0,35.0
10821,Pirangut,2,1339.0,2.0,63.0
10823,Pune Railway Station,2,1315.0,2.0,85.0
10824,Rasta Peth,2,1250.0,2.0,68.0
10825,Raviwar Peth,2,850.0,2.0,27.0
10826,Sadashiv Peth,3,1600.0,2.0,110.0
10827,Sahakar Nagar,2,1250.0,2.0,62.0
10828,Salunke Vihar,3,1312.0,2.0,56.5
10830,Satara Road,2,1300.0,2.0,28.0
10831,Senapati Bapat Road,3,1990.0,3.0,98.0
10832,Shaniwar Peth,2,760.0,2.0,38.5
10834,Shukrawar Peth,3,1614.0,2.0,59.0
10835,Sinhagad Road,4,1500.0,3.0,162.0
10836,Somwar Peth,3,1182.0,2.0,60.1
10837,Swargate,2,1053.0,2.0,46.29
10839,Uruli Devachi,3,2000.0,3.0,125.0
10840,Vadgaon Budruk,3,1940.0,4.0,116.0
10841,Wadgaon Sheri,3,1590.0,3.0,105.0
10842,Viman Nagar,2,1035.0,2.0,52.79
10843,Vishrant Wadi,2,1075.0,2.0,53.0
10844,Wagholi,2,900.0,2.0,55.0
10845,Wakadewadi,3,1260.0,2.0,62.0
10847,Warje,3,1702.0,3.0,107.0
10848,Yerawada,3,1080.0,2.0,65.0
10849,Alandi Road,2,1189.0,2.0,45.0
10850,Ambegaon Budruk,2,1035.0,2.0,39.0
10851,Anandnagar,2,1200.0,2.0,36.0
10854,Balaji Nagar,3,1300.0,3.0,69.0
10855,Baner,2,1330.0,2.0,93.65
10856,Baner road,3,1210.0,2.0,65.0
10857,Bhandarkar Road,3,1350.0,2.0,54.2
10858,Bhavani Peth,3,1900.0,2.0,65.0
10859,Bibvewadi,3,1935.0,4.0,125.0
10860,Bopodi,3,1410.0,3.0,90.0
10861,Budhwar Peth,2,1469.0,2.0,99.14
10862,Bund Garden Road,2,986.0,2.0,30.0
10863,Camp,3,1460.0,2.0,87.0
10864,Chandan Nagar,3,1260.0,2.0,85.05
10865,Dapodi,3,1345.0,2.0,39.5
10866,Deccan Gymkhana,2,980.0,2.0,57.0
10867,Dehu Road,2,1164.0,2.0,75.0
10868,Dhankawadi,2,929.0,1.0,51.0
10869,Dhayari Phata,2,1065.0,2.0,70.0
10870,Dhole Patil Road,2,1172.0,2.0,56.725
10872,Fatima Nagar,2,1020.0,2.0,30.27
10873,Fergusson College Road,3,1362.0,3.0,62.63
10874,Ganesh Peth,1,672.0,1.0,36.85
10875,Ganeshkhind,3,1746.0,3.0,115.0
10876,Ghorpade Peth,2,1025.0,2.0,29.6
10877,Ghorpadi,2,1532.0,2.0,65.0
10878,Gokhale Nagar,3,1200.0,2.0,120.0
10879,Gultekdi,2,1250.0,2.0,65.0
10880,Guruwar peth,2,1188.0,2.0,39.0
10882,Hadapsar Industrial Estate,2,1170.0,2.0,85.0
10883,Hingne Khurd,3,1800.0,3.0,150.0
10884,Jangali Maharaj Road,2,1000.0,2.0,35.0
10887,Karve Road,4,2507.0,4.0,155.0
10888,Kasba Peth,2,1061.0,2.0,34.0
10889,Katraj,2,1290.0,2.0,69.0
10890,Khadaki,2,1200.0,2.0,42.6
10891,Khadki,2,1120.0,2.0,39.29
10892,Kharadi,1,418.0,1.0,12.0
10893,Kondhwa,3,1333.0,3.0,50.0
10894,Kondhwa Budruk,3,1691.0,3.0,119.0
10895,Kondhwa Khurd,1,747.0,1.0,34.355
10897,Kothrud,3,2030.0,4.0,125.0
10898,Law College Road,2,1012.0,2.0,70.0
10899,Laxmi Road,3,1245.0,2.0,60.0
10900,Lulla Nagar,3,1765.0,3.0,118.0
10901,Mahatma Gandhi Road,2,1110.0,2.0,36.25
10902,Mangalwar peth,2,967.0,2.0,47.8
10903,Manik Bagh,2,1044.0,2.0,36.0
10904,Market yard,3,1518.0,3.0,80.0
10905,Model colony,3,1300.0,2.0,57.0
10906,Mukund Nagar,3,1798.0,3.0,73.0
10907,Mundhawa,2,866.28,2.0,36.38
10909,Nana Peth,2,1179.0,2.0,56.0
10911,Narayangaon,2,1125.0,2.0,48.0
10912,Navi Peth,3,2098.0,3.0,210.0
10914,Parvati Darshan,3,1976.0,3.0,92.0
10915,Pashan,2,1190.0,2.0,61.8
10916,Paud Road,3,1800.0,3.0,192.0
10917,Pirangut,3,1761.0,3.0,84.52
10918,Prabhat Road,3,1700.0,3.0,120.0
10919,Pune Railway Station,4,900.0,4.0,70.0
10920,Rasta Peth,2,1128.0,2.0,64.8
10921,Raviwar Peth,3,2000.0,3.0,85.0
10922,Sadashiv Peth,3,1220.0,2.0,35.25
10923,Sahakar Nagar,1,509.0,1.0,20.0
10924,Salunke Vihar,3,1852.0,4.0,122.0
10925,Sasson Road,2,1045.0,2.0,40.65
10927,Senapati Bapat Road,2,1102.0,2.0,53.67
10928,Shaniwar Peth,4,1800.0,3.0,82.0
10929,Shivaji Nagar,3,1436.0,2.0,75.0
10930,Shukrawar Peth,3,1397.0,2.0,52.0
10931,Sinhagad Road,2,1140.0,2.0,56.0
10932,Somwar Peth,1,645.0,1.0,55.0
10935,Uruli Devachi,3,2050.0,3.0,135.0
10936,Vadgaon Budruk,2,1335.0,2.0,95.0
10937,Wadgaon Sheri,2,2100.0,1.0,200.0
10938,Viman Nagar,3,1255.0,3.0,77.68
10939,Vishrant Wadi,2,1140.0,2.0,59.0
10940,Wagholi,3,2376.0,3.0,240.0
10941,Wakadewadi,1,663.0,1.0,46.0
10943,Warje,3,1450.0,3.0,60.9
10944,Yerawada,3,1400.0,3.0,66.0
10945,Alandi Road,2,1339.0,2.0,53.56
10946,Ambegaon Budruk,3,1220.0,2.0,35.23
10948,Aundh,2,1305.0,2.0,52.0
10949,Aundh Road,3,1740.0,3.0,80.0
10950,Balaji Nagar,2,680.0,1.0,21.0
10951,Baner,2,1154.0,2.0,47.0
10952,Baner road,2,1200.0,2.0,40.0
10953,Bhandarkar Road,2,1155.0,2.0,54.5
10954,Bhavani Peth,3,1525.0,2.0,63.0
10956,Bopodi,4,2470.0,5.0,192.0
10957,Budhwar Peth,2,1100.0,2.0,60.0
10958,Bund Garden Road,2,1250.0,2.0,65.0
10959,Camp,2,1400.0,2.0,70.0
10960,Chandan Nagar,3,1600.0,3.0,100.0
10961,Dapodi,2,1060.0,2.0,55.0
10962,Deccan Gymkhana,2,1272.0,2.0,50.0
10963,Dehu Road,2,1296.0,2.0,105.0
10965,Dhayari Phata,3,1945.0,3.0,115.0
10966,Dhole Patil Road,3,1033.0,2.0,30.47
10967,Erandwane,3,2300.0,2.0,69.0
10968,Fatima Nagar,2,1235.0,2.0,52.76
10970,Ganesh Peth,2,850.0,2.0,42.5
10971,Ganeshkhind,3,1880.0,3.0,110.0
10973,Ghorpadi,2,1060.0,2.0,52.0
10974,Gokhale Nagar,3,2041.0,3.0,138.0
10976,Guruwar peth,2,1037.0,2.0,36.28
10977,Hadapsar,2,1150.0,2.0,39.0
10978,Hadapsar Industrial Estate,2,1184.0,2.0,62.0
10979,Hingne Khurd,3,1680.0,3.0,126.0
10980,Jangali Maharaj Road,3,1411.0,3.0,100.0
10981,Kalyani Nagar,5,900.0,5.0,55.0
10982,Karve Nagar,2,900.0,2.0,41.0
10984,Kasba Peth,3,1702.0,3.0,120.0
10985,Katraj,2,1185.0,2.0,45.0
10986,Khadaki,3,1300.0,3.0,64.0
10987,Khadki,3,1545.0,3.0,65.0
10988,Kharadi,3,1515.0,2.0,135.0
10989,Kondhwa,3,1300.0,3.0,55.0
10990,Kondhwa Budruk,2,1107.0,2.0,57.0
10991,Kondhwa Khurd,3,1720.0,3.0,106.0
10992,Koregaon Park,3,1540.0,3.0,150.0
10993,Kothrud,2,1000.0,2.0,44.5
10994,Law College Road,1,710.0,1.0,40.42
10995,Laxmi Road,2,1100.0,2.0,38.0
10998,Mangalwar peth,2,1250.0,2.0,48.0
10999,Manik Bagh,5,2400.0,4.0,130.0
11000,Market yard,3,1584.01,3.0,104.0
11002,Mukund Nagar,4,1200.0,6.0,60.0
11003,Mundhawa,3,1485.0,2.0,70.0
11004,Nagar Road,3,1100.0,2.0,78.0
11005,Nana Peth,2,1245.0,2.0,59.0
11006,Narayan Peth,4,1880.0,4.0,154.0
11008,Navi Peth,2,1050.0,2.0,45.0
11010,Parvati Darshan,3,1640.0,3.0,105.0
11011,Pashan,2,1165.0,2.0,65.0
11012,Paud Road,2,1110.0,2.0,43.0
11016,Rasta Peth,4,600.0,4.0,65.0
11017,Raviwar Peth,2,1300.0,2.0,75.0
11018,Sadashiv Peth,2,1200.0,1.0,42.0
11019,Sahakar Nagar,2,1500.0,2.69,12.75
11020,Salunke Vihar,2,1232.0,2.0,69.61
11021,Sasson Road,3,1704.0,3.0,94.36
11022,Satara Road,3,1275.0,2.0,88.0
11023,Senapati Bapat Road,3,1222.0,2.0,68.0
11024,Shaniwar Peth,2,1155.0,2.0,39.0
11025,Shivaji Nagar,2,1000.0,2.0,29.95
11026,Shukrawar Peth,2,1200.0,2.0,45.0
11027,Sinhagad Road,3,1517.0,3.0,71.28
11028,Somwar Peth,2,1166.0,2.0,37.29
11029,Swargate,2,870.0,2.0,24.0
11033,Wadgaon Sheri,3,1345.0,3.0,58.0
11034,Viman Nagar,3,900.0,3.0,75.0
11036,Wagholi,3,971.0,2.0,38.0
11037,Wakadewadi,2,1255.0,2.0,52.32
11038,Wanowrie,2,1810.0,2.0,65.0
11039,Warje,2,1300.0,2.0,58.0
11040,Yerawada,2,1185.0,2.0,45.0
11041,Alandi Road,2,1350.0,2.0,68.0
11042,Ambegaon Budruk,3,1590.0,3.0,76.16
11044,Aundh,4,1560.0,3.0,149.0
11045,Aundh Road,3,1650.0,3.0,126.0
11046,Balaji Nagar,3,1645.0,3.0,87.0
11047,Baner,3,1748.0,3.0,103.0
11048,Baner road,3,1200.0,3.0,67.77
11049,Bhandarkar Road,2,1170.0,2.0,50.0
11051,Bibvewadi,3,1320.0,2.0,65.0
11052,Bopodi,3,1610.0,3.0,84.53
11053,Budhwar Peth,3,1870.0,3.0,180.0
11054,Bund Garden Road,3,1510.0,2.0,110.0
11056,Chandan Nagar,3,1305.0,2.0,45.68
11057,Dapodi,3,1500.0,2.0,70.0
11059,Dehu Road,4,1948.0,4.0,129.0
11060,Dhankawadi,3,1448.0,3.0,70.0
11061,Dhayari Phata,2,1242.0,2.0,78.0
11062,Dhole Patil Road,2,1268.0,2.0,58.0
11063,Erandwane,2,1101.0,2.0,50.0
11064,Fatima Nagar,2,1255.0,2.0,65.0
11065,Fergusson College Road,3,1362.0,3.0,62.63
11067,Ganeshkhind,2,1089.0,2.0,32.67
11069,Ghorpadi,3,1345.0,2.0,57.0
11071,Gultekdi,4,1650.0,2.0,140.0
11072,Guruwar peth,2,950.0,2.0,45.0
11073,Hadapsar,2,1068.0,2.0,43.0
11074,Hadapsar Industrial Estate,2,860.0,1.0,31.0
11076,Jangali Maharaj Road,3,1756.0,3.0,66.73
11077,Kalyani Nagar,2,1205.0,2.0,41.0
11079,Karve Road,3,1800.0,3.0,125.0
11081,Katraj,3,1604.0,3.0,68.0
11083,Khadki,2,1015.0,2.0,25.88
11084,Kharadi,3,1200.0,2.0,42.0
11085,Kondhwa,2,1010.0,2.0,38.0
